index,origin,title,inputime,summary,link
1,人民网－人民日报,积极参与政治协商 发挥新型政党制度优势,1661464059000,学习贯彻《条例》是台盟当前的重要政治任务，我们要深入贯彻落实新时代中共中央解决台湾问题的总体方略和对台工作决策部署，以助力壮大台湾爱国统一力量为重点，积累调查研究成果，培育涉台建言优势领域，围绕“十四五,http://politics.people.com.cn/n1/2022/0826/c1001-32511774.html
2,人民网－人民日报海外版,两岸共绘融合发展“同心圆”,1661463023000,以“新格局、新机遇、新发展”为主题的2022浙江·台湾周活动日前在杭州、嘉兴、宁波、温州等地举行。据统计，2022浙江·台湾周期间有53个投资项目签约，投资总额达36.14亿美元。参与多元交流　　“台湾盛产凤梨、有凤梨酥；仙居盛产杨梅、有杨梅酥。两地在农业合作方面有很多机会。”陈浩群是一位来自台湾的创业者，通过参与日前举办的2022浙江·台湾周台州仙居专题活动，他与当地的专家、业者在乡村振兴、农业产业发展、乡村文创设计等领域进行了深入交流，收获颇丰。　　与陈浩群类似，今年参与浙江·台湾周活动的台湾嘉宾体验了多元的交流活动，涉及经贸、文化、社会治理、智库建设、青年创业等各个领域。　　,http://tw.people.com.cn/n1/2022/0826/c14657-32511714.html
3,新华网,国防部：将继续以行动说话　坚决反制“台独”分裂活动,1661444379000,在当日下午的国防部例行记者会上，谭克非说，近期发表的《台湾问题与新时代中国统一事业》白皮书，就台湾自古属于中国的历史经纬、法理事实和新时代推进祖国统一的立场、方针、政策作了全面系统阐述。搞“台独”只会将台湾推入灾难深渊，只会给台湾同胞带来深重祸害。我们正告民进党当局和“台独”分裂势力，如果执迷于挟洋自重、谋“独”挑衅不悔改、不收手，我们将继续以行动说话，坚决予以反制。,http://military.people.com.cn/n1/2022/0826/c1011-32511706.html
4,人民网－青海频道,十年青海｜青海省农业农村厅多措并举打造绿色有机农畜产品输出地,1661422667000,今年计划举办各类宣传推介活动19场次，已成功在拉萨、西安、四川等地举办了7场“净土青海·天然农牧”绿色有机农畜产品现场推介会；与迪拜、台湾等地举办线上推介活动2场次。,http://qh.people.com.cn/n2/2022/0825/c378418-40096959.html
5,天津日报,天津台博会新品“首秀”推广 “越吃越嗨心”品味台湾特色,1661417678000,记者 王倩 摄 　　求新、求变，一直是天津·台湾商品博览会不变的追求。今年的台博会在打破原先以展会形式举办的同时，推出多种从未亮相过的新品，8月24日，这些新品迎来“首秀”。“今年的台博会，我们把在津台资门店串联起来，就近在群众身边举办，就是为了让市民在互动参与中发现更多身边的台湾特色，体验地道的宝岛风情。与此同时，我们还借助‘920嗨购节’微信小程序，打通冷链物流‘最后一公里’，让台湾新品面向天津老百姓销售。”市台办二级巡视员陈建萍介绍，此次推广会上发布的新品，市民朋友可以通过在津售卖台湾美食和商品的实体店铺去购买，也可以从“920嗨购节”微信小程序上下单购买。除了此次推广的近百款新品，之后还会举办“越吃越嗨心”专场，推出高端餐饮类新品，“这些台湾新品绝不是一阵风，台博会结束后，我们会把这些‘台湾特色’留在天津百姓身边。”陈建萍说。,http://tj.people.com.cn/n2/2022/0825/c375366-40096790.html
6,,总台独家专访 | 英国知名摇滚乐手强调 台湾就是中国的一部分,1661402597000,“台湾是中国的一部分，生活在台湾的是中国人，生活在大陆的也是中国人。他们的事与外人无关，当然和佩洛西也无关。”曾回怼CNN主持人“不知道台湾是中国的一部分就去多读书”的英国摇滚乐手罗杰·沃特斯接受总台专访时再次表明自己对台湾问题的看法。他强调，美国政府在“上海公报”等历史文件中明确承认，世界上只有一个中国，中华人民共和国政府是中国的唯一合法政府，台湾是中国的一部分。,http://tw.people.com.cn/n1/2022/0825/c14657-32511418.html
7,人民网,台湾海峡首艘大型巡航救助船“海巡06”轮在闽浙交界水域巡航,1661395100000,8月24日，“海巡06”轮在闽浙交界水域执行巡航执法任务。福建海事局供图 人民网宁德8月25日电 （钱嘉禾、实习生张骁天）24日，台湾海峡首艘大型巡航救助船“海巡06”轮与温州海事局“海巡0761”“海巡07602”，宁德海事局“海巡0809”“海巡08303”四艘海巡船艇配合，先后对晴川湾、台山岛、七星列岛等闽浙交界水域、重点涉砂水域、作业区和锚地进行仔细巡查，重点检查可能存在的内河船舶涉海运输、船舶非法采运砂石等违规违法行为，保持违法采运砂石船舶“露头就打”高压态势，有效整治了闽浙交界海域的通航环境，维护良好通航秩序。  8月24日，“海巡06”轮在闽浙交界水域执行巡航执法任务。张骁天摄  台湾海峡首艘大型巡航救助船“海巡06”轮与温州海事局、宁德海事局的海巡船艇配合，先后对晴川湾、台山岛、七星列岛等闽浙交界水域、重点涉砂水域、作业区和锚地进行仔细巡查。张骁天摄 据介绍，近年来，部分采运砂船在高额利润的驱使下，不顾船舶和船员人身安全，从事着超航区作业、超载运输等非法行为，给水上交通安全监管带来极大挑战。闽浙交界水域海岸线长、岛屿多、海湾宕口星罗棋布，很容易成为非法采运砂石船舶的藏匿点。 本次编队巡航通过大小海巡船艇搭配，采取“双线”同步进行模式，“海巡06”轮运用溢油雷达、光电跟踪取证等先进设备，进一步对闽浙交界水域开展“地毯式”再巡查、再清理，累计出动船艇15艘次，执法人员100人次，巡航里程1050海里，点验船舶35艘次，现场检查5艘次，发现涉嫌船舶超载、船舶配员不足，违章锚泊等违法行为合计15项。  本次编队巡航通过大小海巡船艇搭配，采取“双线”同步进行模式，“海巡06”轮运用溢油雷达、光电跟踪取证等先进设备，进一步对闽浙交界水域开展“地毯式”再巡查、再清理。福建海事局供图 期间，“海巡06”轮编队与东海救助局、东海第二救助飞行队在七星列岛协同配合，联合开展海空立体巡航和海上搜救演练。演练的内容为“海巡06”轮保速保向航行，救助直升机将救生员精准投放到航行中的“海巡06”轮上，然后再将救生员接回救助直升机。  期间，“海巡06”轮编队与东海救助局、东海第二救助飞行队在七星列岛协同配合，联合开展海空立体巡航和海上搜救演练。张骁天摄 据了解，目前宁德海事部门正在常态化开展打击非法采运砂船“清港清湾”行动，对砂石船舶开展“清港清湾”攻坚执法，成立砂船处罚专班，采取“轻罚+拆船”“重罚+扣押”方式，查处涉砂船舶140艘次，处罚1039.8万元，拆解11艘，案值1.8亿元（拆解后废钢残值3200万元），逐步实现辖区非法砂船船舶动态清零，同时不断强化闽浙交界水域动态巡航执法，切实做到“水域有界，监管无缝”。  “海巡06”轮此次到宁德海域带队巡航执法，有效提升了海事监管执法力度，在制止纠正船舶违章违法行为，消除水上交通安全风险隐患等方面起到重要促进作用。张骁天摄 宁德海事局副局长余养秦表示，“海巡06”轮此次到宁德海域带队巡航执法，有效提升了海事监管执法力度，在制止纠正船舶违章违法行为，消除水上交通安全风险隐患，助力“海上宁德”建设，维护辖区水上通航秩序、保障船舶航行安全、减少水上交通事故发生等方面起到重要促进作用。,http://fj.people.com.cn/n2/2022/0825/c181466-40096181.html
8,,跟着这两位“老克勒”去逛新华社区“出圈”的咖啡店,1661390942000,台湾来的老板娘江姐在这里生活二十年后， 带着自己对咖啡独特的理解， 开了这间咖啡店。,http://sh.people.com.cn/n2/2022/0825/c134768-40095989.html
9,,共谋共建共管共评共享 “三点”工作法“催生”闽台乡建乡创“设计下乡”模式,1661390782000,（以下简称台湾团队）入闽，为乡村规划设计、农房建设、污水垃圾治理、集镇环境整治、历史文化保护利用、乡村文创和产业培育等多领域多方面提供陪护式服务，借鉴台湾社区营造经验，探索共谋共建共管共评共享的设计下乡模式以建筑、规划、文创领域为重点，实行台湾企业备案准入制度，取消台资建筑企业承接项目的投资限制，扩大台湾企业（含个人）的资质和行业标准采认范围。至今，已有85家台湾建筑企业、149名台湾建筑专业技术人员在厦门和平潭备案，52家在闽台企取得建筑业企业资质，完成注册建筑师、监理工程师、房地产估价师等39项对台职业资格采认。针对台湾专业人才的贡献和表现，及时推荐参与各类表彰。“台湾青年故事”，吸引更多台湾团队入闽参与乡建乡创合作；三是加强乡建乡创分享交流，促进两岸团队专业互鉴；四是指导各地将县域、村庄成片打包，充分发挥台湾团队在设计理念、服务方式和文化挖掘、文创植入、产业培育,http://fj.people.com.cn/n2/2022/0825/c181466-40095982.html
10,人民网－《人民日报海外版》,佩洛西窜台的若干事实,1661389457000,◆台湾自古即属中国的历史经纬清晰、法理事实清楚。 　　大量的史书和文献记载了中国人民早期开发台湾的情景。公元230年，三国时期留下了关于台湾最早的记述。宋元以后，中国历代中央政府开始在澎湖、台湾设治，实施行政管辖。16世纪中后期，明朝公文中开始使用“台湾”称谓，遂成定名。1624年，荷兰殖民者侵占台湾南部。清朝政府逐步在台湾扩增行政机构，1684年设立台湾府，隶属福建省管辖；1885年改设台湾为行省。 　　1894年7月，日本发动侵略中国的甲午战争，次年4月迫使战败的清朝政府割让台湾及澎湖列岛。台湾是中国不可分割的一部分，台湾问题属于中国内政。我们谴责和反对外部势力在台湾问题上的干涉行为，并对中国政府坚决捍卫国家主权和领土完整的正义立场表示完全支持。事实8：台湾问题与乌克兰问题有着本质区别，台湾从来不是一个国家，而是中国的一部分，两者没有任何可比性。 　　◆台湾是中国领土不可分割的一部分，台湾问题是中国内战遗留问题，完全是中国内政。,http://sc.people.com.cn/n2/2022/0825/c345460-40095878.html
