index,origin,title,inputime,summary,link
1,中国新闻网,<em>台湾</em>女硕士扎根广西十年成新“农”人,1644204519000,俞靖　摄  中新网南宁2月6日电 题：<em>台湾</em>女硕士扎根广西十年成新“农”人  作者 蒋雪林 李伟东  育苗、剪枝、除草、施肥、采摘……这些农事，“85后”的陈燕儒样样精通。但作为<em>台湾</em>高雄科技大学硕士毕业生，已经扎根广西十年的陈燕儒要做新“农”人，手机成为她的新“农具”，直播成了她的新“农活”。陈燕儒表示，她今年没有回<em>台湾</em>过年，一方面是因为疫情的原因，另一个原因是新春正值释迦果收获的季节，她太忙走不开。  “我打算等收完释迦果，年后我再回到<em>台湾</em>帮我妈妈补过年。”陈燕儒说。(完),http://tw.people.com.cn/n1/2022/0207/c14657-32346974.html
2,中国新闻网,五旬台胞骑行3万公里环游大陆：祖国那么大，我想去看看,1644204338000,在西北，骑行在天山、祁连山脚下，他感慨，“年少读书时，我们都觉得这是遥不可及的远方……”  在<em>台湾</em>长大的他，知道海风很大，但到了内蒙古大草原，才知道草原风也很大，“风大到你要斜着骑，才能走直线……”后来，陈文仁到云南创业种植蔬菜水果，销往<em>台湾</em>。一次骑摩托到达瑞丽口岸，萌生了走遍大陆各个省会的想法，但事业繁忙，无暇顾及。直到2020年因疫情生意暂停，他在<em>台湾</em>隔离，看到岛内媒体乱象，终于下决心出发。  “祖国那么大，我想去看看。”陈文仁说，除了个人体验，他还有更重要的使命——让更多台湾同胞看到真实的大陆。他特意提到，大陆农村厕所干干净净，他均拍照记录，只因老百姓的生活改善正体现在这些细节中，“很多<em>台湾</em>年轻人没来过，不知道祖国那么进步那么繁荣，不仅仅是城市。”    陈文仁拿出相册，讲述骑行故事。　他说，希望这趟旅行经历能传回<em>台湾</em>，有更多回响，“当然会有骂声，但我不在乎，希望更多<em>台湾</em>年轻人能多来大陆看看，看看祖国的发展情形。”,http://tw.people.com.cn/n1/2022/0207/c14657-32346973.html
3,中国新闻网,在大陆开火车的台籍司机：盼驾驶火车到<em>台湾</em>,1644204021000,自1992年至1997年，何志刚的父亲何云卿与<em>台湾</em>老家的亲属都保持着书信联系，每个月一封家信诉说着无尽的乡愁。“父亲常在深夜独自一人反复读着<em>台湾</em>亲人的来信，也会在夜里写好信，等到白天去邮寄。”由于在铁路系统工作，他也格外关注<em>台湾</em>的铁路建设情况。2005年时候首次随台胞团去<em>台湾</em>，当时觉得<em>台湾</em>发展很迅速，铁路和城市交通都比较发达，当时福建还没有高速铁路。他说，以前的台湾岛内铁路发展比较快，<em>台湾</em>高速铁路台北至板桥段早在2007年3月就通车运营。何志刚提供  盼驾驶火车到<em>台湾</em>去  福建和<em>台湾</em>隔海相望。何志刚说，每到春节将至，看到旅客都能回家团圆，心中那份期待家国团圆的心就更加热切。“姑姑一家还生活在<em>台湾</em>，我很想去看望一下他们。”“希望<em>台湾</em>早日回到祖国的怀抱，两岸交通早日联通，能够坐着高铁，甚至是自己开着火车回<em>台湾</em>。”(完),http://tw.people.com.cn/n1/2022/0207/c14657-32346969.html
4,中国新闻网,<em>台湾</em>媳妇的云南“小确幸”,1644203660000,(新春见闻)<em>台湾</em>媳妇的云南“小确幸”  中新社昆明2月6日电 题：<em>台湾</em>媳妇的云南“小确幸”  中新社记者 胡远航  赏茶花、逛博物馆、打卡网红美食店……接诊完最后一波患者，刘雅慧又马不停蹄开启家庭日活动这个春节，这位在昆明的<em>台湾</em>媳妇着实有点忙。  “趁放假，我想和家人出去走走看看。”刘雅慧确定，这种忙碌又充满乐趣的生活，才是属于她的“小确幸”。  今年36岁的刘雅慧是<em>台湾</em>嘉义人。相比在<em>台湾</em>时的迷茫，刘雅慧觉得在大陆活出“奋斗的感觉”。“每天都很忙。多的时候，一天要接待近20名客户。”刘雅慧介绍。  因为工作认真负责，刘雅慧在入职第一年就被评为“年度最佳员工”。来大陆打拼，虽然很忙，但刘雅慧并未告别<em>台湾</em>“小确幸”。受疫情影响，这个春节，刘雅慧没回<em>台湾</em>娘家，而是留在了昆明。透过手机，她向<em>台湾</em>的亲人们表达了祝福，并分享了春城“无处不飞花”的盛景。  “我有时在想，其实我并没有离开家乡，而是从一个家回到另一个家。”,http://tw.people.com.cn/n1/2022/0207/c14657-32346964.html
5,中国新闻网,台胞留大陆过年：年味浓厚，既温馨又放心,1644203188000,谈及无法与<em>台湾</em>亲友团聚的遗憾，林静说，会通过通讯软件与在<em>台湾</em>的家人好友分享在大陆过年的喜悦。  “找个风景秀丽的乡村，好好放松一下身心。”宁德与<em>台湾</em>一水相连，地缘的临近，让宁(德)台(湾)经济文化交流不断深化。,http://tw.people.com.cn/n1/2022/0207/c14657-32346957.html
6,人民网-社会频道,两部门发布2月份及春节期间全国自然灾害风险形势,1644197900000,预计2月影响我国的冷空气活动主要有3次，浙江南部、江西中南部、湖南东南部、福建、<em>台湾</em>、广东北部、广西西部、贵州西南部、四川南部、云南、西藏南部等地降水偏多2-5成，气温较常年偏低，南方地区需加强防范低温雨雪冰冻灾害对交通运输,http://sd.people.com.cn/n2/2022/0207/c386900-35123993.html
7,人民网-人民日报,中华人民共和国政府和蒙古国政府联合声明,1644195880000,蒙方重申坚定奉行一个中国原则，支持中方在<em>台湾</em>、涉港、涉疆、涉藏问题上的立场。  　　,http://qh.people.com.cn/n2/2022/0207/c182753-35123866.html
8,大众报业·大众日报客户端,“新春七日谈”9篇文章带您领略山东九大比较优势,1644195501000,小品中，因留意到网上的一幅油画重现了父辈熟悉的乡村景致，来自<em>台湾</em>的“蔡老板”到蔡家沟村“寻根”。,http://sd.people.com.cn/n2/2022/0207/c166192-35123840.html
9,新华社,<em>台湾</em>民众使用移动支付比例越来越高,1644195461000,　　新华社台北2月6日电（记者何自力 徐瑞青）<em>台湾</em>民众支付习惯逐渐改变，使用移动支付（在<em>台湾</em>称之为“行动支付”）付款比例已越来越高。  　　根据<em>台湾</em>联合信用卡处理中心研究资料显示，2020年9月行动支付占整体信用卡消费笔数与金额分别为15.7%与4.9%；至2021年9月时，笔数占比提升至20.2%，金额占比提升至7.8%，较前一年双双增长<em>台湾</em>“扫经济”的影响力为何逐渐扩大？以2021年前9月消费场域分析，<em>台湾</em>民众较常于餐饮、电商、便利商店、生鲜食材超市及水电瓦斯、行政规费上使用“扫码支付”；在交通及百货公司则使用“感应支付”较多。  　　,http://tw.people.com.cn/n1/2022/0207/c14657-32346771.html
10,新华社,闽台乡建乡创 助力乡村振兴,1644195451000,去年，来自<em>台湾</em>的上趣开新创意策划团队签约了这里的闽台乡建乡创合作项目。“希望借助<em>台湾</em>乡村营造方式，提炼出当地村庄特色，打造具有个性的乡村生活，让古村变得更加鲜活。”她说。  　　寻一方乡土，筑一处家园。如今，在林智远的带动下，30多位<em>台湾</em>青年在这里创业生活。  　　近年来，福建以深化闽台交流合作为契机，鼓励<em>台湾</em>青年建筑师和文创团队来闽助力乡村振兴。数据显示，截至目前，福建省累计引进95支<em>台湾</em>建筑师和文创团队、300多名<em>台湾</em>乡建乡创人才，为福建228个村庄提供规划设计、产业文创等服务。  　　<em>台湾</em>建筑设计师谢馥仰曾经在福建宁德、泉州、漳州等地参与多个乡建乡创项目。“乡建乡创不单是硬件施工改造，更离不开村民的行动。”,http://tw.people.com.cn/n1/2022/0207/c14657-32346769.html
