relsub,relsum,rel,index,title,date,summary,link
0,0,0,1,國際電信聯盟陸籍祕書長卸任 美候選人勝俄當選,2022-09-29,觀察者網29日報導，設於瑞士日內瓦的聯合國專門機構之一國際電信聯盟（ITU）當地時間29日改選祕書長，經過美國和俄羅斯候選人激烈競爭，由美方候選人、美國國際電聯電信發展署長多琳·柏格丹-馬丁（Doreen Bogdan-Martin）當選。,https://www.chinatimes.com/realtimenews/20220929005053-260409
0,0,0,2,中國小姐菜市場長大 廖家儀超長刀疤洩「市井」心酸,2022-09-29,民視新8點檔《市井豪門》即將上檔，飾演國中同學的廖家儀與羅巧倫、陳仙梅29日聯袂受訪，「市井組」的廖家儀劇中在市場賣水餃，她坦言，自己從小在市場長大，角色環境與成長背景相似，過去常在市場幫媽媽做生意，有次爸媽吵架、媽媽拿菜刀剁豬腳時，她剛好伸出手當場被菜刀剁到手臂，她當下自己去醫院急診，縫了3層共21針，手臂至今還留有一道深深傷疤。,https://www.chinatimes.com/realtimenews/20220929004862-260404
0,0,0,3,美駐華大使籲北京重啟對話 讓中美關係向前邁進,2022-09-29,香港《經濟日報》引述彭博社報導，美國駐華大使伯恩斯呼籲北京重啟對話，讓中美關係向前邁進，他重申反對北京單方面改變台海現狀。外媒指，該言論反映華府正竭力為台海局勢降溫。,https://www.chinatimes.com/realtimenews/20220929004509-260409
0,0,0,4,普丁頒動員令1周 已有至少20萬俄人逃出國,2022-09-29,根據俄羅斯鄰國提供的數據，俄國總統蒲亭下令啟動「局部」動員、升級對烏克蘭的軍事行動後的這1週，已有至少20萬俄人逃出國。,https://www.chinatimes.com/realtimenews/20220929003805-260408
0,0,0,5,柬埔寨總理：有人遞件申請設立台灣代表處 我下令立刻燒掉,2022-09-29,柬埔寨總理洪森（Hun Sen）今（29）日透露，15年前柬埔寨發生女性被販賣到台灣當新娘的社會問題時，曾經有人向柬國政府遞交申請文件，希望政府批准台灣在柬國設立台灣代表處，他當時直接下令官員燒掉文件。,https://www.chinatimes.com/realtimenews/20220929003937-260408
0,0,0,6,睽違三年德國議員訪台 外交部：實際行動展現支持,2022-09-29,德國國會友台小組主席魏爾胥(Klaus-Peter Willsch)率跨黨派5位友台小組副主席一行7人預定10月2日至6日來台訪問，外交部表示誠摯歡迎。,https://www.chinatimes.com/realtimenews/20220929002845-260407
0,0,0,7,中日建交50週年 習近平岸田文雄互致賀電,2022-09-29,今天是中日建交50週年紀念，據報導，中國國家主席習近平與日本首相岸田文雄互致賀電。習近平強調高度重視中日關係發展，願與岸田文雄共同致力於構建契合新時代要求的中日關係。,https://www.chinatimes.com/realtimenews/20220929002227-260408
1,0,1,8,賀錦麗抵南韓將晤尹錫悅 料談台海局勢等議題,2022-09-29,美國副總統賀錦麗（Kamala Harris）今天抵達南韓，預定與南韓總統尹錫悅會談。白宮官員表示，賀錦麗將談及多項議題，包括中國在台灣海峽行為。,https://www.chinatimes.com/realtimenews/20220929002291-260408
0,0,0,9,近3年無雙邊首腦會談 日媒：日中對立恐長期化,2022-09-29,日本經濟團體聯合會（經團聯）與日中友好團體將在29日於日本東京舉行紀念活動，受經團聯邀請，日本首相岸田文雄原本為出席而進行協調，但後來放棄出席，日本外相林芳正將作為來賓致詞。共同社引述政府消息人士的話說，這可能是鑑於9月中下旬在美國紐約沒有實現日中外長會談等，而被認為「未形成友好氛圍」。,https://www.chinatimes.com/realtimenews/20220929002343-260409
0,0,0,10,《港股》美股回神 恆指漲逾1%,2022-09-29,英國央行緊急宣布救市計畫，激勵隔夜美股強勁反彈，周四香港恆生指數盤中漲1.12%，報17443.28點。國企股(H股)漲1.1%，為6022.82點。,https://www.chinatimes.com/realtimenews/20220929002108-260410
0,0,0,11,大陸聯大代表指殖民主義國家對前殖民地的支持不是恩賜 是道義責任,2022-09-29,中國常駐聯合國代表團網站當地時間28日發布中國常駐日內瓦副代表李松在「殖民主義遺留問題對享有人權負面影響專題討論會」發言強調，殖民主義國家今天對原殖民地國家的支持，不是恩賜，而是道義責任。,https://www.chinatimes.com/realtimenews/20220929001068-260409
0,0,0,12,金融時報：巴拉圭指好處要有感 要台投資逾300億護邦交,2022-09-29,巴拉圭總統阿布鐸（Mario Abdo Benítez）要求台灣在當地投資10 億美元（近317億台幣），好幫他抵抗「龐大的」壓力，以避免外交承認北京。,https://www.chinatimes.com/realtimenews/20220929001203-260408
1,1,1,13,蓬佩奧再訪台 蔡英文盼台美有更多交流合作,2022-09-29,　美國前國務卿蓬佩奧28日在蔡英文總統、高雄市長陳其邁等人陪同下，參加「世界台灣商會聯合總會第28屆年會暨第3次理監事聯席會議開幕典禮」，蔡英文感謝蓬佩奧到高雄與台商交流，期待未來台美之間有更多交流合作。蓬佩奧則認為，面對中國威脅，蔡總統及台灣人民挺身捍衛國家主權和基本權利，台灣人值得為此自豪。,https://www.chinatimes.com/newspapers/20220929000679-260303
