index,origin,title,inputime,summary,link
1,中国新闻网,汪文斌：日本在台湾问题上对中国人民负有历史罪责，更应谨言慎行,1653351261000,摄影 薛伟  汪文斌：中方在台湾、钓鱼岛、涉海等问题上的立场是一贯明确的。我们坚决反对美日炒作相关问题抹黑中国形象，干涉中国内政。日本在台湾问题上对中国人民负有历史罪责，更应谨言慎行，切实汲取历史教训，避免重蹈覆辙。  我还要强调的是，美方的所谓“威慑遏制”政策已经搞乱了欧洲，不应再来祸害亚太。,http://japan.people.com.cn/n1/2022/0524/c35421-32428638.html
2,中国新闻网,中国驻日本使馆发言人就日美领导人会晤涉华消极动向表明严正立场,1653351068000,美国领导人在会见记者时应询称“不能够同意大陆武力夺取台湾的行为”。中方对此有何评论？  台湾是中国领土不可分割的一部分。台湾问题事关中国主权和领土完整，涉及中国核心利益，不容任何外部势力干涉。对于任何企图打台湾牌搞“以台制华”的恶劣行径，中方都将作出坚决有力回应。任何人不要低估中国人民捍卫国家主权和领土完整的坚强决心、坚定意志和强大能力，不要站在14亿中国人民的对立面。我们敦促美方切实恪守一个中国原则和中美三个联合公报规定，在台湾问题上谨言慎行，不向“台独”分裂势力发出任何错误信号，以免严重损害中美关系和台海和平稳定。台湾问题事关中日关系政治基础和两国间基本信义，是大是大非的原则问题。妥善处理台湾问题是中日邦交正常化的前提和基础。,http://japan.people.com.cn/n1/2022/0524/c35421-32428626.html
3,人民网－人民日报,一个中国原则是国际社会人心所向（钟声）,1653350380000,“邀请台湾以观察员身份参加世卫大会”的提案纳入大会议程。根据联合国大会、世界卫生组织有关决议和世卫组织《组织法》，台湾作为中国一部分无权加入。台湾问题是中美关系中最重要、最敏感、最核心的问题。美方多次明确表示奉行一个中国政策，不支持“台湾独立”，并一再重申“不支持台湾加入任何必须由主权国家才能参加的国际组织”。然而，美方在台湾问题上的实际行动与表态大相径庭。从公然签署要求“协助台重获世卫组织观察员身份，以参加世界卫生大会”的有关法案，到发表“强烈倡议”世卫组织邀请台湾作为观察员参加世卫大会的所谓声明，美方频频打出“台湾牌”，企图搞“以台制华”。,http://cpc.people.com.cn/n1/2022/0524/c64387-32428541.html
4,人民网－人民日报,外交部发言人就第七十五届世卫大会涉台问题发表谈话,1653350353000,全文如下：  第七十五届世界卫生大会总务委员会和全会分别做出决定，明确拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案列入大会议程。大会开幕前，近90个国家以专门致函世卫组织等方式，表明坚持一个中国原则，反对台湾参加世卫大会。  中国中央政府高度重视台湾同胞的健康福祉。中方也敦促个别国家，停止将卫生问题政治化，停止借台湾问题干涉中国内政，否则只会搬起石头砸自己的脚，注定以失败告终。  《 人民日报 》（ 2022年05月24日 02 版）,http://cpc.people.com.cn/n1/2022/0524/c64387-32428534.html
5,人民网－人民日报,世界卫生大会再次拒绝涉台提案,1653350353000,大会总务委员会和全会分别做出决定，拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案纳入大会议程。这一决定充分体现了一个中国原则已成为国际社会普遍共识，是人心所向、大势所趋，不可阻挡。台湾民进党当局借疫情搞政治操弄，不得人心，自取其辱，必将失败。  2009年至2016年，在海峡两岸都坚持一个中国原则基础上，中国中央政府连续8年同意台湾地区以观察员身份参加世卫大会。大会开幕前，近90个国家以专门致函世卫组织等方式，表明坚持一个中国原则，反对台湾参加世卫大会的立场。  中国常驻日内瓦代表陈旭大使在大会发言中表示，涉台提案没有法律基础。中央政府不但邀请台湾专家赴武汉考察，还专门通报获取病毒基因序列的途径。2021年4月以来，台湾地区专家参加世卫组织技术活动共计44批47人次。所以根本不存在所谓“国际防疫体系缺口”。,http://cpc.people.com.cn/n1/2022/0524/c64387-32428535.html
6,,,1653348145000,【人民日报钟声：#一个中国原则是国际社会人心所向#】世卫大会...,http://api.weibo.com/2/statuses/go?uid=2286908003&id=4772548044654105
7,人民网－人民日报海外版,“台独”无出路，在世卫大会炒作涉台问题不可能得逞,1653344080000,新冠肺炎疫情发生以来，我们最先邀请台湾卫生专家赴湖北武汉考察，分享了50多份技术资料，并专程通报大陆与世卫组织分享病毒基因序列和获取相关基因序列途径的信息。迄今我们已向台湾地区通报新冠肺炎疫情约400次，包括在大陆确诊的台湾居民信息。据不完全统计，过去一年，中国台湾医疗技术专家参加世卫组织技术活动44批47人次。有关国家则打“台湾牌”，借世卫大会等场合挺台拓展所谓“国际空间”，企图动摇台湾是中国一部分的国际社会共识。事实再次表明，任何以破坏一个中国原则、分裂国家为目的的行径，都只能以失败告终。,http://tw.people.com.cn/n1/2022/0524/c14657-32428471.html
8,人民网－人民日报,一个中国原则是国际社会人心所向（钟声）,1653340909000,，明确拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案纳入大会议程。根据联合国大会、世界卫生组织有关决议和世卫组织《组织法》，台湾作为中国一部分无权加入。台湾问题是中美关系中最重要、最敏感、最核心的问题。美方多次明确表示奉行一个中国政策，不支持“台湾独立”，并一再重申“不支持台湾加入任何必须由主权国家才能参加的国际组织”。然而，美方在台湾问题上的实际行动与表态大相径庭。从公然签署要求“协助台重获世卫组织观察员身份，以参加世界卫生大会”的有关法案，到发表“强烈倡议”世卫组织邀请台湾作为观察员参加世卫大会的所谓声明，美方频频打出“台湾牌”，企图搞“以台制华”。,http://world.people.com.cn/n1/2022/0524/c1002-32428407.html
9,人民网－人民日报,外交部发言人就第七十五届世卫大会涉台问题发表谈话,1653340909000,全文如下：  第七十五届世界卫生大会总务委员会和全会分别做出决定，明确拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案列入大会议程。大会开幕前，近90个国家以专门致函世卫组织等方式，表明坚持一个中国原则，反对台湾参加世卫大会。  中国中央政府高度重视台湾同胞的健康福祉。中方也敦促个别国家，停止将卫生问题政治化，停止借台湾问题干涉中国内政，否则只会搬起石头砸自己的脚，注定以失败告终。  《 人民日报 》（ 2022年05月24日 02 版）,http://world.people.com.cn/n1/2022/0524/c1002-32428411.html
10,人民网－人民日报,世界卫生大会再次拒绝涉台提案,1653340909000,大会总务委员会和全会分别做出决定，拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案纳入大会议程。这一决定充分体现了一个中国原则已成为国际社会普遍共识，是人心所向、大势所趋，不可阻挡。台湾民进党当局借疫情搞政治操弄，不得人心，自取其辱，必将失败。  2009年至2016年，在海峡两岸都坚持一个中国原则基础上，中国中央政府连续8年同意台湾地区以观察员身份参加世卫大会。大会开幕前，近90个国家以专门致函世卫组织等方式，表明坚持一个中国原则，反对台湾参加世卫大会的立场。  中国常驻日内瓦代表陈旭大使在大会发言中表示，涉台提案没有法律基础。中央政府不但邀请台湾专家赴武汉考察，还专门通报获取病毒基因序列的途径。2021年4月以来，台湾地区专家参加世卫组织技术活动共计44批47人次。所以根本不存在所谓“国际防疫体系缺口”。,http://world.people.com.cn/n1/2022/0524/c1002-32428412.html
