index,origin,title,inputime,summary,link
1,新华网,为“双碳”目标而来——台胞老谭的大陆乡村创业记,1653989218000,他衣着朴素、皮肤黝黑，若不是操着一口“台湾腔”，很难把他和陕西农民区分开来。  “过几天小麦就收成了。”谭复之大学在台湾攻读园艺学，后因不看好岛内行业前景而没有从事相关工作。2000年，他来到大陆，在陕西等地从事过餐饮等行业，积攒了些收入。随后，谭复之通过朋友联系到台湾一家环保公司，表示愿意成为该公司在大陆地区的代理人，建立循环农业示范园，推广这家公司的有机肥堆肥技术和设备。目前，大陆已设立包括杨凌在内的15个海峡两岸农业合作试验区，以及28个台湾农民创业园。在谭复之看来，大陆乡村天地广，台胞大有可为。,http://tw.people.com.cn/n1/2022/0531/c14657-32435237.html
2,人民网-人民视频,赵立坚回应日媒提问：“台湾是中国的一个省，哪来的什么总统？”,1653988087000,,http://v.people.cn/n1/2022/0531/c431206-32435216.html
3,人民网-四川频道,成都温江：端午寄情·共襄发展“港澳侨台”同胞联谊活动,1653983000000,座谈会最后，邀请了台湾著名音乐人陈彼得先生，他以一曲《我和我的祖国》拉进了两岸三地同胞的爱国之心，掀起了联谊高潮。,http://sc.people.com.cn/n2/2022/0531/c379469-35294787.html
4,,漳平市：“大陆阿里山”党旗红,1653982098000,龙岩市委组织部供图  漳平台创园是福建省第二个国家级台湾农民创业园。近年来，漳平市聚焦“提高效率、提升效能、提增效益”，以“深化红领行动，争当红土先锋”为总抓手，实行“三级联创”、嵌入式服务、多元合作等做法，引领乡村振兴与对台服务同步推进，加快永福“台湾特色小镇”和乡村振兴,http://fj.people.com.cn/n2/2022/0531/c181466-35294734.html
5,,习水：新时代文明实践 让群众生活更幸福,1653980454000,"洋台湾社区爱心超市工作人员何春雨熟练地比对完积分,从货架上拿出洗衣粉递给王晓燕。在洋台湾社区爱心超市,陈列着纸巾毛巾、牙膏牙刷、洗手液洗衣粉等各式家居用品,群众可以用爱心积分,凭积分卡在爱心超市兑换礼品、在“商家联盟”享受打折优惠。王晓燕是洋台湾社区常住居民,一直热心公益,时常做志愿服务,积分兑换实行以来,王晓燕的基本日常用品大多是兑换获得。洋台湾社区爱心超市成立于2020年,主要通过“爱心——积分——兑换”的模式,形成“付出——积累——回报”的良性循环,调动社区居民参与爱心奉献的积极性,营造社区奉献、团结、互助、友爱的和谐环境。洋台湾社区党支部书记陈月良表示,在社区治理的基础上探索开展积分爱心超市,通过志愿服务,积分管理、兑换,两年来,社区恶性案件、治安案件、安全事故等实现零发生,人民群众满意度不断提高。",http://gz.people.com.cn/n2/2022/0531/c217640-35294657.html
6,新华社,薪火相传向未来——中国宋庆龄基金会40年事业发展亮点特色扫描,1653978180000,从举办内地与港澳青年主题交流系列活动，到办好敦煌文化艺术展、唐代壁画文化特展等走进台湾高校巡展活动，再到连续举办7届“孙中山与宋庆龄研讨会”，推动两岸学界共享史料、共写史书……在一次次互动交融中，中国宋庆龄基金会发挥推动祖国和平统一的重要桥梁作用,http://politics.people.com.cn/n1/2022/0531/c1001-32435023.html
7,中国新闻网,中国驻日本大使孔铉佑：打造排他性经济“俱乐部”必将被时代发展所抛弃,1653977142000,在历史、台湾等涉及中日关系政治基础的重大原则问题上，日方必须恪守中日四个政治文件精神和迄今所作承诺，不能逾矩越线，避免再给两国关系带来严重冲击。,http://cjkeizai.j.people.com.cn/n1/2022/0531/c368504-32434990.html
8,人民网-河北频道,6月1日起 河北各市实现结婚登记“市内通办”,1653966481000,需要提醒的是，按照总体部署、分步实施的工作方案，新确定的这9个设区市暂不放开离婚登记“市内通办”；涉外和涉香港、澳门、台湾居民以及华侨的婚姻登记地点，仍为省民政厅确定的13个婚姻登记机关；当事人一方或双方为现役军人的婚姻登记,http://he.people.com.cn/n2/2022/0531/c192235-35294329.html
9,新华网,王毅在“基辛格与中美关系”研讨会上发表视频致辞,1653965721000,如果美国在台湾问题上不断开倒车，将从根本上破坏台海和平，最终必将殃及自身。,http://world.people.com.cn/n1/2022/0531/c1002-32434889.html
10,人民网-福建频道,福建晋安：非遗进校园 两岸儿童共制软木画,1653960358000,刘晓宇摄  人民网福州5月31日电 （刘晓宇、林晓丽）在台湾高山族迎宾竹竿舞的欢快节拍中，走进福建省福州市晋安区西园中心小学的研学培训基地——软木画工坊，到处可见软木画的制作工具和学生创意作品。活动邀请了8位在晋安就读的台湾省籍学生及其家长，和西园中心小学的孩子们一起制作软木画，感受传统工艺魅力，增进两岸少年儿童的文化交流互动。  软木画是“榕城三绝”之一。,http://fj.people.com.cn/n2/2022/0531/c181466-35293978.html
11,外交部网站,2022年5月30日外交部发言人赵立坚主持例行记者会,1653915950000,《中国日报》记者：据媒体报道，针对美国近日涉台消极言论，柬埔寨首相洪森强调台湾是中国的一个省，是中国领土不可分割的一部分，意图挑动台湾“独立”十分危险，呼吁各方尊重中国主权，不要火上浇油。世界上只有一个中国，台湾是中国的一部分，中华人民共和国政府是代表全中国的唯一合法政府。这是国际社会的共识。台湾问题纯属中国内政，不容任何外来干涉。,http://world.people.com.cn/n1/2022/0530/c1002-32434242.html
12,新华网,台湾新增60103例新冠肺炎确诊病例 新增109例死亡,1653908619000,新华社台北5月30日电（记者岳夕彤、何自力）台湾地区流行疫情指挥中心30日公布，新增60103例新冠肺炎确诊病例，包括60042例本土病例及61例境外输入病例，确诊病例中新增109例死亡。  指挥中心说明，新增本土病例分别为28755例男性、31273例女性、14例调查中，年龄介于未满5岁至90岁以上。  指挥中心表示，当日新增死亡病例分别为70例男性、39例女性，年龄介于40多岁至90岁以上，其中43例未接种新冠疫苗。当日新增468例中重症病例。  指挥中心公布，现行戴口罩等防疫措施维持到6月30日。对于放宽机场入境检疫措施，指挥中心表示目前正朝向缩短检疫天数的方向规划，未来落地采检可能全面改为唾液PCR采检。  据统计，截至目前，台湾地区累计确诊新冠肺炎1952355例，其中本土病例达到1939359例。,http://tw.people.com.cn/n1/2022/0530/c14657-32434208.html
13,人民网-人民视频,柬埔寨首相强调“台湾是中国一个省” 外交部：高度赞赏！,1653902891000,,http://v.people.cn/n1/2022/0530/c431206-32434180.html
14,人民网－《人民日报海外版》,民进党当局又在砸台湾人的“饭碗”（日月谈）,1653875738000,民进党当局冠冕堂皇地称，本次“修法”是要保护台湾产业和关键技术。但岛内有识之士一语道破真相：民进党何时关心过台湾企业利益？面对西方国家，他们还敢拿防范“经济间谍”说事吗？要说泄露台湾的技术机密，“头号间谍”不就是民进党自己吗？　　也有岛内网友苦叹，良禽择木而栖，难道民众连选择工作的自由都没有了吗？如果台湾就业环境好、适合发展，谁不愿意选择离家近的工作呢？看看民进党“当家”的这6年，台湾“五缺”（缺水、缺电、缺土地、缺工、缺人才）问题不仅没有得到妥善解决，反而持续出现大规模停电、干旱缺水等窘况。台湾雅虎新闻网站此前发布的一项调查结果显示，面对民进党多年执政的成绩单，87%的民众表达了不满情绪。　　民进党当局炮制升级版“戒急用忍”，给两岸交流合作挖坑、埋雷，只会破坏两岸关系，伤害台湾经济，砸了台湾人的“饭碗”。,http://sc.people.com.cn/n2/2022/0530/c345460-35292132.html
15,人民网－人民日报海外版,国台办：美国务卿演讲暴露美“挺台遏华”本性,1653872518000,朱凤莲表示，就台湾问题而言，必须指出，一个中国原则是中美关系的政治基础。美方在中美三个联合公报中，就台湾问题作出过严肃承诺，事实上却屡屡违背承诺，言行不一。美方频频与民进党当局进行勾连，向台出售武器，助台拓展所谓“国际空间”等等，并攻击联大2758号决议、炒作“台湾地位未定论”，企图打“台湾牌”。我们对此坚决反对。  　　朱凤莲指出，美方所谓“胁迫台湾”“改变现状”等言论完全是颠倒黑白。台湾是中国的一部分，台湾问题不容任何外部势力干涉。朱凤莲表示，台湾问题的真正现状和一个中国的核心内容是：世界上只有一个中国，台湾是中国的一部分，中华人民共和国政府是代表中国的唯一合法政府。,http://tw.people.com.cn/n1/2022/0530/c14657-32433684.html
16,人民网－人民日报海外版,海峡两岸少儿美术大展共述“家”印象,1653872459000,是穿行台湾花东纵谷的普悠玛号，是广西桂林象鼻山的美景，是台湾平溪的天灯祈福，是湖南长沙的一碗剁椒鱼头……“六一”儿童节将至，在第十三届海峡两岸少儿美术大展上，280幅童画呈现了两岸少儿对“家”的印象。  　　本届展览由国务院台湾事务办公室指导，海峡经济科技合作中心、台湾中华文创发展协会、福建省美术馆等两岸多家合作伙伴共同推动举办。福州首展后，还将继续在两岸其他城市举办巡展。,http://tw.people.com.cn/n1/2022/0530/c14657-32433672.html
